"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20250620","출발시간","2125","ST-2177","한강로동_012_1","ST-1150","노량진1동_016_1","1","20","3182"
"20250620","출발시간","1520","ST-2293","중화1동_028_1","ST-854","중화1동_008_1","1","7","495"
"20250620","출발시간","1135","ST-679","개봉3동_029_1","ST-2855","개봉2동_005_1","1","7","1114"
"20250620","출발시간","0850","ST-1076","가락1동_048_1","ST-2984","문정2동_044_5","1","8","1073"
"20250620","출발시간","2035","ST-2984","문정2동_044_5","ST-1076","가락1동_048_1","1","12","1430"
"20250620","출발시간","1500","ST-967","용답동_017_5","ST-243","용답동_004_1","1","3","669"
"20250620","출발시간","1200","ST-2775","응암1동_032_1","ST-2264","역촌동_068_1","1","2","767"
"20250620","출발시간","1420","ST-3174","하계1동_043_1","ST-3282","공릉1동_064_1","1","13","1485"
"20250620","출발시간","1800","ST-1333","묵1동_003_1","ST-1333","묵1동_003_1","1","39","861"
"20250620","출발시간","0805","ST-1619","사직동_009_6","ST-2565","종로1,2,3,4가동_009_2","1","6","1467"
"20250620","출발시간","0725","ST-2505","이문2동_017_1","ST-1302","휘경2동_044_1","1","11","1207"
"20250620","출발시간","0300","ST-824","방화1동_008_1","ST-508","방화1동_002_1","1","12","424"
"20250620","출발시간","2330","ST-1254","방화1동_043_1","ST-512","방화1동_048_2","1","4","523"
"20250620","출발시간","1540","ST-2926","개포2동_003_3","ST-1897","대치1동_010_1","1","7","1214"
"20250620","출발시간","2115","ST-2031","가양1동_018_1","ST-2034","발산1동_001_2","1","11","1353"
"20250620","출발시간","2250","ST-1323","도림동_002_1","ST-1985","영등포본동_035_1","1","4","661"
"20250620","출발시간","0740","ST-1999","목2동_006_1","ST-2774","목5동_063_1","1","9","1823"
"20250620","출발시간","0145","ST-2629","상봉2동_015_1","ST-2952","신내1동_059_1","1","9","2343"
"20250620","출발시간","0740","ST-2913","독산2동_005_1","ST-1938","가산동_003_4","1","18","2976"
"20250620","출발시간","2205","ST-111","성수1가2동_019_1","ST-1193","화양동_038_1","1","14","1830"
"20250620","출발시간","1315","ST-669","구로3동_014_1","ST-669","구로3동_014_1","1","",""
"20250620","출발시간","0655","ST-3374","당산2동_059_1","ST-426","당산2동_052_1","1","4","950"
"20250620","출발시간","1955","ST-3300","오륜동_001_5","ST-1720","오륜동_001_4","1","5","917"
"20250620","출발시간","0010","ST-132","종로1,2,3,4가동_003_3","ST-162","신당동_005_1","1","17","2640"
"20250620","출발시간","0940","ST-1251","가양1동_020_1","ST-2569","가양1동_016_7","1","6","1300"
"20250620","출발시간","1915","ST-64","여의동_006_15","ST-64","여의동_006_15","1","8","1064"
"20250620","출발시간","1840","ST-73","여의동_010_1","ST-64","여의동_006_15","1","11","1238"
"20250620","출발시간","2235","ST-66","여의동_006_16","ST-70","여의동_016_1","1","",""
"20250620","출발시간","1215","ST-1983","신길7동_021_1","ST-302","신길3동_027_1","1","8","1014"
"20250620","출발시간","1505","ST-2073","월계2동_014_2","ST-606","하계2동_003_1","1","11","1976"
"20250620","출발시간","0145","ST-2289","묵2동_007_1","ST-2291","중화2동_040_1","1","3","704"
"20250620","출발시간","0005","ST-610","상계6,7동_042_2","ST-610","상계6,7동_042_2","1","",""
"20250620","출발시간","1535","ST-1871","위례동_044_1","ST-1418","위례동_015_1","1","49","2555"
"20250620","출발시간","0755","ST-306","영등포동_054_1","ST-46","여의동_002_19","1","164","1867"
