"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20250412","출발시간","1130","ST-532","등촌2동_029_1","ST-528","등촌2동_026_1","1","103","2826"
"20250412","출발시간","1130","ST-2592","오륜동_002_3","ST-1794","마천2동_004_1","1","35","4574"
"20250412","출발시간","0915","ST-544","오륜동_018_1","ST-1875","오륜동_031_1","1","4","1065"
"20250412","출발시간","1315","ST-824","방화1동_008_1","ST-824","방화1동_008_1","1","",""
"20250412","출발시간","1000","ST-2991","잠실3동_006_1","ST-547","잠실2동_058_1","1","7","1186"
"20250412","출발시간","1225","ST-1541","대림2동_016_1","ST-2816","대림3동_017_1","1","11","3350"
"20250412","출발시간","0705","ST-1546","조원동_019_1","ST-2996","신사동_026_1","1","4","770"
"20250412","출발시간","0040","ST-2915","오금동_070_1","ST-2876","방이2동_005_1","1","20","3335"
"20250412","출발시간","1225","ST-394","장안1동_013_1","ST-3326","성수2가3동_007_2","1","21","2939"
"20250412","출발시간","0045","ST-976","신림동_027_2","ST-702","신림동_006_1","1","34","3536"
"20250412","출발시간","0215","ST-2630","상봉2동_024_1","ST-2560","휘경2동_007_1","1","18","2409"
"20250412","출발시간","0145","ST-335","이촌1동_033_1","ST-440","한강로동_002_2","1","5","1189"
"20250412","출발시간","0905","ST-3225","구로1동_001_1","ST-1403","가산동_004_1","1","9","1791"
"20250412","출발시간","1235","ST-819","도곡2동_004_1","ST-1566","도곡2동_052_1","1","8","997"
"20250412","출발시간","0825","ST-3133","오륜동_035_1","ST-1078","오금동_007_1","1","",""
"20250412","출발시간","1310","ST-495","성내3동_041_1","ST-1687","성내3동_018_1","1","6","1361"
"20250412","출발시간","1050","ST-3054","후암동_024_1","ST-1910","반포3동_015_3","3","126","17993"
"20250412","출발시간","0240","ST-932","흑석동_014_1","ST-693","흑석동_021_2","1","2","460"
"20250412","출발시간","1855","ST-2542","화양동_001_1","ST-2544","구의1동_004_1","1","4","672"
"20250412","출발시간","0650","ST-1280","월계1동_015_1","ST-862","수유3동_004_1","1","21","1664"
"20250412","출발시간","0655","ST-1736","목5동_002_3","ST-2844","목5동_059_1","1","12","1650"
"20250412","출발시간","1105","ST-2025","가양2동_001_3","ST-2794","신월5동_023_1","1","34","4435"
"20250412","출발시간","1300","ST-1376","남영동_003_3","ST-2172","남영동_001_1","1","5","1065"
"20250412","출발시간","1135","ST-1105","송중동_019_1","ST-2132","송천동_012_1","1","102","1158"
"20250412","출발시간","0040","ST-1594","고덕2동_005_2","ST-500","고덕1동_012_1","1","5","800"
"20250412","출발시간","1020","ST-309","목4동_014_1","ST-1002","목1동_006_1","2","22","3223"
"20250412","출발시간","1150","ST-1002","목1동_006_1","ST-431","목4동_007_1","2","18","2831"
"20250412","출발시간","1010","ST-2007","신정2동_028_1","ST-2395","신정6동_002_2","1","9","1202"
"20250412","출발시간","0045","ST-3264","장위3동_029_2","ST-1280","월계1동_015_1","1","5","1320"
"20250412","출발시간","1500","ST-253","군자동_012_1","ST-382","군자동_014_5","2","5","1050"
"20250412","출발시간","0600","ST-1552","내곡동_006_1","ST-742","내곡동_006_3","1","",""
"20250412","출발시간","0955","ST-2397","신정6동_036_1","ST-2765","신정7동_004_2","1","8","1187"
"20250412","출발시간","0935","ST-2996","신사동_026_1","ST-1275","구로5동_040_1","1","16","2820"
"20250412","출발시간","1050","ST-1447","전농2동_024_1","ST-2634","면목7동_043_1","1","21","2890"
"20250412","출발시간","0840","ST-908","방이1동_013_1","ST-1086","오륜동_001_1","1","55","9650"
"20250412","출발시간","1010","ST-3002","성수1가1동_009_1","ST-105","성수2가3동_006_2","1","11","1165"
"20250412","출발시간","1305","ST-1834","천호3동_021_1","ST-3147","암사1동_043_1","1","12","1527"
"20250412","출발시간","0725","ST-2691","개포4동_048_1","ST-818","도곡1동_004_2","1","7","1605"
"20250412","출발시간","1930","ST-2988","위례동_014_2","ST-1411","마천1동_025_1","1","17","2135"
"20250412","출발시간","0015","ST-18","서교동_004_1","ST-2204","연희동_046_1","1","8","1354"
"20250412","출발시간","0820","ST-915","상계1동_058_2","ST-1297","도봉1동_026_1","1","7","1520"
"20250412","출발시간","0720","ST-2574","풍납2동_049_3","ST-496","성내2동_018_1","1","16","2041"
"20250412","출발시간","0945","ST-3345","상봉2동_020_1","ST-1099","상봉2동_019_1","1","5","582"
"20250412","출발시간","0100","ST-3033","홍은2동_025_1","ST-351","연희동_066_3","1","8","1680"
"20250412","출발시간","0915","ST-2157","연남동_010_1","ST-2168","서교동_001_1","1","4","853"
"20250412","출발시간","1240","ST-3042","성수1가2동_005_3","ST-3042","성수1가2동_005_3","2","102","10387"
"20250412","출발시간","1120","ST-1370","둔촌2동_041_1","ST-503","성내1동_004_1","1","11","1596"
"20250412","출발시간","0515","ST-2331","송정동_015_1","ST-3043","성수2가3동_012_1","1","8","887"
"20250412","출발시간","0840","ST-3114","홍은2동_025_2","ST-18","서교동_004_1","1","11","2632"
"20250412","출발시간","1135","ST-665","구로1동_009_1","ST-919","고척1동_001_2","1","342","2141"
"20250412","출발시간","1210","ST-3105","신대방2동_020_1","ST-2654","신대방2동_009_1","1","6","682"
"20250412","출발시간","0715","ST-700","노량진1동_015_1","ST-2184","이촌1동_035_1","1","20","3390"
"20250412","출발시간","1120","ST-3210","동화동_011_1","ST-181","종로1,2,3,4가동_003_5","2","79","10635"
"20250412","출발시간","1005","ST-2195","홍은2동_050_1","ST-210","성산1동_006_1","1","22","4058"
"20250412","출발시간","0810","ST-109","성수1가2동_001_1","ST-3121","성수2가3동_008_1","1","5","735"
"20250412","출발시간","0115","ST-683","노량진1동_001_3","ST-2578","송파2동_008_2","1","73","19159"
"20250412","출발시간","1245","ST-99","자양3동_036_1","ST-1660","자양3동_013_1","1","4","701"
"20250412","출발시간","1035","ST-2752","발산1동_004_2","ST-1709","가양1동_016_4","1","7","740"
"20250412","출발시간","0150","ST-2876","방이2동_005_1","ST-1841","성내2동_036_1","1","12","2610"
"20250412","출발시간","0735","ST-2498","휘경1동_017_1","ST-2498","휘경1동_017_1","1","51","7336"
"20250412","출발시간","1150","ST-1127","중계1동_025_1","ST-2754","상계6,7동_060_1","1","7","1440"
"20250412","출발시간","0850","ST-574","월곡2동_027_1","ST-1317","안암동_028_1","1","9","2317"
"20250412","출발시간","0740","ST-1514","발산1동_062_1","ST-1718","방화1동_041_1","1","10","1708"
"20250412","출발시간","1215","ST-1731","목1동_003_5","ST-1019","목1동_003_1","1","4","1120"
"20250412","출발시간","1100","ST-2899","여의동_006_2","ST-2810","신길1동_005_1","1","16","1294"
"20250412","출발시간","0055","ST-239","옥수동_003_1","ST-205","도화동_004_1","1","47","760"
"20250412","출발시간","0540","ST-919","고척1동_001_2","ST-3013","구로5동_016_1","1","6","1230"
"20250412","출발시간","1510","ST-2865","자양2동_021_2","ST-2546","자양2동_015_1","1","5","661"
"20250412","출발시간","1115","ST-1585","잠실3동_053_2","ST-1866","석촌동_018_1","1","3","350"
"20250412","출발시간","1250","ST-1118","중계2,3동_047_1","ST-1118","중계2,3동_047_1","1","8","841"
"20250412","출발시간","1130","ST-2709","상계8동_043_1","ST-2709","상계8동_043_1","1","27","1258"
"20250412","출발시간","1155","ST-1707","문정2동_002_1","ST-1707","문정2동_002_1","2","44","1732"
"20250412","출발시간","0135","ST-150","종로1,2,3,4가동_005_2","ST-175","숭인1동_009_1","1","12","2530"
"20250412","출발시간","1205","ST-504","고덕1동_073_2","ST-2745","고덕1동_054_1","1","12","1118"
"20250412","출발시간","1120","ST-246","금호2,3가동_014_1","ST-2542","화양동_001_1","1","34","6108"
"20250412","출발시간","0705","ST-396","휘경2동_001_2","ST-2342","용답동_019_1","1","18","3521"
"20250412","출발시간","0315","ST-3146","신월1동_013_2","ST-829","화곡1동_012_2","1","9","1330"
"20250412","출발시간","0240","ST-2321","화양동_040_1","ST-2331","송정동_015_1","1","4","935"
"20250412","출발시간","1105","ST-620","가산동_005_2","ST-1531","구로1동_003_1","1","12","1763"
"20250412","출발시간","1200","ST-1000","신정7동_001_1","ST-312","신정4동_015_1","1","12","1750"
"20250412","출발시간","0405","ST-2707","상계3,4동_010_1","ST-2700","중계4동_018_1","1","4","840"
"20250412","출발시간","0535","ST-2200","북아현동_004_1","ST-92","상암동_033_1","1","88","13379"
"20250412","출발시간","1320","ST-426","당산2동_052_1","ST-1986","당산2동_065_1","1","3","772"
"20250412","출발시간","1250","ST-954","삼성2동_013_1","ST-953","삼성1동_020_1","1","82","2730"
"20250412","출발시간","0850","ST-1254","방화1동_043_1","ST-975","방화1동_040_2","1","3","392"
"20250412","출발시간","1040","ST-1005","신정1동_007_1","ST-2761","신정4동_005_1","1","6","1260"
"20250412","출발시간","0135","ST-1247","역삼2동_022_1","ST-808","대치4동_014_1","1","8","841"
"20250412","출발시간","0225","ST-1985","영등포본동_035_1","ST-2892","구로5동_050_1","1","7","1561"
"20250412","출발시간","1000","ST-2199","천연동_027_2","ST-2199","천연동_027_2","1","5","701"
"20250412","출발시간","0920","ST-2341","성수1가1동_003_1","ST-446","성수2가1동_023_1","1","113","1446"
"20250412","출발시간","0735","ST-446","성수2가1동_023_1","ST-2341","성수1가1동_003_1","1","7","1389"
"20250412","출발시간","0140","ST-9","연남동_014_1","ST-2213","홍은2동_026_1","1","23","3780"
"20250412","출발시간","1040","ST-2876","방이2동_005_1","ST-2876","방이2동_005_1","1","104","4111"
"20250412","출발시간","0040","ST-1883","역삼1동_012_1","ST-1883","역삼1동_012_1","1","12","1585"
"20250412","출발시간","1055","ST-842","삼선동_001_1","ST-842","삼선동_001_1","1","",""
"20250412","출발시간","1305","ST-452","진관동_049_1","ST-451","진관동_062_1","1","2","350"
"20250412","출발시간","0655","ST-1582","삼전동_001_1","ST-784","삼성1동_002_1","1","15","6490"
"20250412","출발시간","0830","ST-239","옥수동_003_1","ST-2341","성수1가1동_003_1","1","120","7784"
"20250412","출발시간","0115","ST-2599","장지동_010_1","ST-2868","세곡동_011_1","1","27","2530"
"20250412","출발시간","0620","ST-233","충현동_005_1","ST-161","종로5,6가동_009_2","1","49","3683"
"20250412","출발시간","0035","ST-522","우장산동_010_2","ST-2557","화곡6동_024_1","1","6","1201"
"20250412","출발시간","1205","ST-223","남가좌1동_016_2","ST-223","남가좌1동_016_2","1","66","8176"
"20250412","출발시간","0745","ST-1469","창2동_033_1","ST-1726","쌍문1동_017_1","1","58","4227"
"20250412","출발시간","0845","ST-1726","쌍문1동_017_1","ST-2459","번1동_021_1","1","39","2931"
"20250412","출발시간","1610","ST-417","문래동_057_1","ST-1323","도림동_002_1","1","6","1303"
"20250412","출발시간","0730","ST-1577","역삼1동_044_1","ST-1577","역삼1동_044_1","1","38","5747"
"20250412","출발시간","0955","ST-2226","삼선동_002_2","ST-1200","삼선동_002_1","2","92","9380"
"20250412","출발시간","0925","ST-1286","중계2,3동_015_1","ST-1286","중계2,3동_015_1","1","",""
"20250412","출발시간","0950","ST-1997","목1동_015_1","ST-3104","목1동_010_2","1","4","663"
"20250412","출발시간","0815","ST-1351","등촌3동_001_1","ST-1065","가양1동_016_2","1","3","678"
"20250412","출발시간","0950","ST-596","신내2동_004_2","ST-2636","망우본동_031_1","1","12","1902"
"20250412","출발시간","1235","ST-826","성북동_011_1","ST-2427","혜화동_028_1","1","108","19300"
"20250412","출발시간","0745","ST-688","대방동_031_1","ST-726","대방동_022_1","1","105","12600"
"20250412","출발시간","1245","ST-1063","가양1동_016_1","ST-3324","방화1동_041_4","1","3","475"
"20250412","출발시간","0325","ST-3330","문래동_021_1","ST-287","당산2동_017_1","1","10","1435"
"20250412","출발시간","0830","ST-2398","신정6동_026_2","ST-2396","신정6동_002_3","1","5","757"
"20250412","출발시간","0840","ST-3247","위례동_013_5","ST-2917","위례동_013_3","1","1","400"
"20250412","출발시간","0840","ST-2917","위례동_013_3","ST-2972","문정2동_044_3","1","13","2477"
"20250412","출발시간","0915","ST-834","등촌3동_002_1","ST-2884","발산1동_007_2","2","144","3364"
"20250412","출발시간","1205","ST-1621","천호1동_006_1","ST-1621","천호1동_006_1","1","30","1330"
"20250412","출발시간","0745","ST-95","상암동_025_5","ST-81","상암동_042_3","1","10","1528"
"20250412","출발시간","1230","ST-1879","도곡2동_001_1","ST-890","양재2동_039_6","1","28","4108"
"20250412","출발시간","1015","ST-1351","등촌3동_001_1","ST-1519","화곡6동_014_1","1","15","1277"
"20250412","출발시간","1240","ST-882","은천동_028_1","ST-1270","신림동_012_2","1","5","768"
"20250412","출발시간","0145","ST-2960","신정7동_021_1","ST-2771","신월6동_002_1","1","23","2826"
"20250412","출발시간","0940","ST-1006","목5동_005_1","ST-1006","목5동_005_1","1","106","1058"
"20250412","출발시간","0030","ST-2283","상봉2동_036_1","ST-599","중화2동_012_2","1","",""
"20250412","출발시간","2025","ST-3353","장안1동_069_1","ST-3353","장안1동_069_1","2","103","4965"
"20250412","출발시간","1235","ST-2505","이문2동_017_1","ST-2280","이문1동_032_1","1","13","1946"
"20250412","출발시간","1030","ST-1990","영등포본동_020_2","ST-1223","구로5동_001_1","1","7","1710"
"20250412","출발시간","1140","ST-2184","이촌1동_035_1","ST-2184","이촌1동_035_1","1","66","10183"
"20250412","출발시간","0930","ST-1842","천호3동_001_1","ST-1580","오륜동_002_1","1","12","2499"
"20250412","출발시간","1315","ST-519","가양3동_001_2","ST-2944","가양1동_036_1","1","11","1643"
"20250412","출발시간","1235","ST-2944","가양1동_036_1","ST-519","가양3동_001_2","1","8","1360"
"20250412","출발시간","0505","ST-2583","가락1동_048_5","ST-1070","송파1동_014_1","1","8","1476"
"20250412","출발시간","1640","ST-1838","천호3동_040_1","ST-2738","둔촌2동_026_1","1","7","1050"
"20250412","출발시간","1235","ST-150","종로1,2,3,4가동_005_2","ST-3046","종암동_046_1","1","39","6350"
"20250412","출발시간","0940","ST-3289","하계1동_033_1","ST-2085","중계2,3동_011_1","1","",""
"20250412","출발시간","0910","ST-1837","길동_044_1","ST-3300","오륜동_001_5","1","12","2389"
"20250412","출발시간","1240","ST-1580","오륜동_002_1","ST-1580","오륜동_002_1","1","47","4397"
"20250412","출발시간","0535","ST-2716","상계6,7동_037_1","ST-610","상계6,7동_042_2","1","2","370"
"20250412","출발시간","0615","ST-2079","상계8동_015_1","ST-2799","도봉2동_001_4","1","9","1368"
"20250412","출발시간","0445","ST-1851","석촌동_036_1","ST-1728","잠실본동_018_1","1","10","1679"
"20250412","출발시간","0830","ST-394","장안1동_013_1","ST-111","성수1가2동_019_1","1","15","3113"
"20250412","출발시간","1105","ST-3359","신길6동_006_1","ST-2823","신길6동_018_1","1","3","506"
"20250412","출발시간","0050","ST-2792","하계2동_004_1","ST-604","공릉2동_044_3","1","9","1456"
"20250412","출발시간","0635","ST-1973","당산2동_037_1","ST-295","당산2동_025_1","1","2","710"
"20250412","출발시간","0500","ST-2742","성내3동_011_1","ST-3151","오륜동_002_8","1","8","1324"
"20250412","출발시간","1315","ST-2706","중계1동_025_3","ST-3174","하계1동_043_1","1","12","1112"
"20250412","출발시간","1210","ST-3040","대림3동_019_1","ST-3311","구로5동_001_3","1","2","679"
"20250412","출발시간","1400","ST-1032","불광1동_030_1","ST-2259","진관동_002_1","1","27","3587"
"20250412","출발시간","1125","ST-2449","원효로2동_025_3","ST-1649","영등포동_025_1","1","33","4994"
"20250412","출발시간","1410","ST-2167","서교동_008_1","ST-18","서교동_004_1","1","66","2336"
"20250412","출발시간","0030","ST-1435","을지로동_001_1","ST-2229","삼선동_002_3","1","61","4509"
"20250412","출발시간","1145","ST-1063","가양1동_016_1","ST-2558","우장산동_006_1","1","19","1865"
"20250412","출발시간","0120","ST-2876","방이2동_005_1","ST-1047","성내1동_016_1","1","10","1726"
"20250412","출발시간","0655","ST-1119","상계1동_004_1","ST-3299","상계1동_047_1","1","6","985"
"20250412","출발시간","1525","ST-460","응암3동_007_1","ST-479","역촌동_080_1","1","13","2120"
"20250412","출발시간","1305","ST-479","역촌동_080_1","ST-460","응암3동_007_1","1","11","1770"
"20250412","출발시간","0420","ST-29","대흥동_030_1","ST-3008","염리동_031_1","1","7","1840"
"20250412","출발시간","0955","ST-1152","사당3동_031_1","ST-3086","방배본동_031_1","1","13","2365"
"20250412","출발시간","0350","ST-252","중곡1동_005_1","ST-3353","장안1동_069_1","1","12","1479"
"20250412","출발시간","0740","ST-1374","교남동_015_2","ST-1373","교남동_015_1","1","",""
"20250412","출발시간","1125","ST-390","전농2동_005_1","ST-600","월계1동_011_1","1","42","4201"
"20250412","출발시간","0325","ST-163","광희동_001_1","ST-1814","창신3동_006_1","1","11","1948"
"20250412","출발시간","0155","ST-1474","공릉1동_031_1","ST-596","신내2동_004_2","2","23","3741"
