"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20250419","출발시간","1330","ST-342","성산1동_022_1","ST-2215","남가좌1동_016_1","1","16","2839"
"20250419","출발시간","0835","ST-3120","성수2가3동_006_4","ST-364","성수2가3동_012_4","1","3","530"
"20250419","출발시간","1005","ST-1064","발산1동_056_1","ST-2832","발산1동_071_1","1","7","725"
"20250419","출발시간","1225","ST-1646","등촌3동_059_1","ST-2031","가양1동_018_1","1","14","2230"
"20250419","출발시간","0025","ST-3264","장위3동_029_2","ST-1213","장위3동_018_1","1","5","694"
"20250419","출발시간","0235","ST-761","서초2동_004_2","ST-1905","서초2동_004_1","1","2","350"
"20250419","출발시간","0820","ST-2049","발산1동_001_4","ST-2945","발산1동_007_5","1","2","541"
"20250419","출발시간","2205","ST-2610","번3동_001_2","ST-1724","송중동_054_1","1","81","1706"
"20250419","출발시간","1245","ST-2844","목5동_059_1","ST-1496","목5동_028_1","1","5","395"
"20250419","출발시간","0045","ST-294","당산2동_001_3","ST-2844","목5동_059_1","1","8","1320"
"20250419","출발시간","1140","ST-130","삼청동_001_1","ST-2565","종로1,2,3,4가동_009_2","1","60","1427"
"20250419","출발시간","2200","ST-414","여의동_002_16","ST-3239","여의동_006_8","2","45","4297"
"20250419","출발시간","1445","ST-467","녹번동_048_3","ST-2776","녹번동_060_1","1","3","590"
"20250419","출발시간","1420","ST-1586","잠실6동_001_1","X","","1","15","1047"
"20250419","출발시간","1155","ST-1848","성내1동_008_1","ST-1687","성내3동_018_1","1","5","910"
"20250419","출발시간","1140","ST-1973","당산2동_037_1","ST-422","당산2동_003_2","1","6","812"
"20250419","출발시간","1150","ST-2433","중림동_001_3","ST-1772","소공동_001_5","1","36","4541"
"20250419","출발시간","0345","ST-2040","가양1동_012_8","ST-1323","도림동_002_1","1","51","9783"
"20250419","출발시간","1300","ST-1836","천호3동_020_1","ST-1836","천호3동_020_1","1","62","3704"
"20250419","출발시간","1200","ST-2592","오륜동_002_3","ST-1838","천호3동_040_1","1","9","1477"
"20250419","출발시간","1110","ST-2852","양평1동_027_2","ST-3330","문래동_021_1","1","11","763"
"20250419","출발시간","1630","ST-2005","신정1동_005_1","ST-2879","신정2동_026_1","1","11","2170"
"20250419","출발시간","1200","ST-1855","문정1동_003_2","ST-1855","문정1동_003_2","1","30","1873"
"20250419","출발시간","1105","ST-289","문래동_003_2","ST-3212","당산1동_009_1","1","5","364"
"20250419","출발시간","1250","ST-1479","응암1동_028_1","ST-460","응암3동_007_1","1","7","1218"
"20250419","출발시간","0210","ST-589","면목3,8동_044_1","ST-942","면목5동_008_1","1","19","1670"
"20250419","출발시간","2310","ST-614","방학1동_019_2","ST-1334","상봉2동_033_1","1","39","7936"
"20250419","출발시간","1220","ST-648","송천동_026_1","ST-1105","송중동_019_1","1","3","783"
"20250419","출발시간","1255","ST-3071","위례동_014_3","ST-2607","거여2동_027_1","1","101","2165"
"20250419","출발시간","1320","ST-1038","불광2동_042_1","ST-481","구산동_029_1","1","40","2164"
"20250419","출발시간","0950","ST-1361","양재2동_007_1","ST-1361","양재2동_007_1","1","89","1490"
"20250419","출발시간","0835","ST-2916","잠실본동_035_1","ST-899","문정2동_044_7","1","21","3675"
"20250419","출발시간","0940","ST-3011","당산2동_001_4","ST-2821","영등포본동_039_1","1","19","2933"
"20250419","출발시간","0445","ST-2981","상암동_025_2","ST-110","상암동_001_1","1","10","1917"
"20250419","출발시간","2140","ST-749","반포3동_024_1","ST-749","반포3동_024_1","1","53","7960"
"20250419","출발시간","1310","ST-2550","가양3동_028_2","ST-3094","등촌1동_003_1","1","9","483"
"20250419","출발시간","1120","ST-2279","전농2동_003_1","ST-2921","상봉1동_003_3","1","21","3780"
"20250419","출발시간","1000","ST-1996","목1동_045_1","ST-2039","목5동_023_1","1","18","1746"
"20250419","출발시간","2210","ST-1681","잠실6동_001_3","ST-2877","오금동_012_1","1","14","2598"
"20250419","출발시간","0325","ST-2282","중화2동_018_1","ST-857","중화1동_001_1","1","8","1120"
"20250419","출발시간","0850","ST-503","성내1동_004_1","ST-497","성내1동_015_1","1","2","560"
"20250419","출발시간","1305","ST-438","청파동_011_1","ST-322","원효로2동_003_1","1","11","1953"
"20250419","출발시간","1115","ST-2157","연남동_010_1","ST-18","서교동_004_1","1","5","873"
"20250419","출발시간","1900","ST-1251","가양1동_020_1","ST-2491","가양1동_001_3","1","6","1006"
"20250419","출발시간","0005","ST-2342","용답동_019_1","ST-1193","화양동_038_1","1","20","3024"
"20250419","출발시간","0925","ST-2958","양평1동_003_1","ST-3331","문래동_022_1","1","4","705"
"20250419","출발시간","1025","ST-1370","둔촌2동_041_1","ST-2580","오륜동_002_2","1","10","1509"
"20250419","출발시간","2235","ST-443","성산2동_001_1","ST-3113","남가좌2동_021_1","1","22","3567"
"20250419","출발시간","0150","ST-2280","이문1동_032_1","ST-401","이문1동_026_1","1","2","395"
"20250419","출발시간","0040","ST-99","자양3동_036_1","ST-99","자양3동_036_1","1","45","492"
"20250419","출발시간","1050","ST-792","압구정동_037_1","ST-791","압구정동_051_1","1","10","1000"
"20250419","출발시간","1020","ST-2816","대림3동_017_1","ST-2816","대림3동_017_1","1","29","1306"
"20250419","출발시간","0825","ST-97","화양동_002_1","ST-2544","구의1동_004_1","1","3","833"
"20250419","출발시간","0125","ST-1479","응암1동_028_1","ST-2785","응암1동_055_1","1","5","759"
"20250419","출발시간","2010","ST-2710","상계8동_002_1","ST-2726","창4동_001_6","1","14","1983"
"20250419","출발시간","1910","ST-546","잠실본동_006_1","ST-546","잠실본동_006_1","1","34","727"
"20250419","출발시간","1405","ST-1670","회현동_001_1","ST-194","회현동_001_3","2","",""
"20250419","출발시간","2205","ST-2610","번3동_001_2","ST-1469","창2동_033_1","1","10","1683"
"20250419","출발시간","2035","ST-1672","상계9동_003_1","ST-1291","상계6,7동_027_3","1","83","2482"
"20250419","출발시간","2200","ST-1473","중계본동_007_1","ST-1425","중계본동_004_1","1","3","462"
"20250419","출발시간","1245","ST-824","방화1동_008_1","ST-513","가양1동_025_1","1","",""
"20250419","출발시간","0205","ST-1523","고척2동_002_1","ST-1228","개봉1동_055_1","1","6","1030"
"20250419","출발시간","2120","ST-3212","당산1동_009_1","ST-1731","목1동_003_5","1","51","3100"
"20250419","출발시간","1250","ST-823","개포3동_002_1","ST-3179","일원1동_012_3","1","4","716"
"20250419","출발시간","0130","ST-2501","답십리2동_018_1","ST-1193","화양동_038_1","1","18","3116"
"20250419","출발시간","2055","ST-2223","석관동_001_1","ST-913","월계1동_017_1","1","6","1010"
"20250419","출발시간","1105","ST-211","망원2동_022_1","ST-2536","성산1동_030_2","1","25","829"
"20250419","출발시간","0250","ST-53","여의동_032_2","ST-63","여의동_060_1","1","8","1219"
"20250419","출발시간","0300","ST-198","신당동_004_1","ST-178","창신3동_003_1","1","9","1440"
"20250419","출발시간","0545","ST-2456","한강로동_001_1","ST-1768","중림동_006_1","1","26","3469"
"20250419","출발시간","1210","ST-547","잠실2동_058_1","ST-840","잠실3동_017_1","1","7","1397"
"20250419","출발시간","0955","ST-1334","상봉2동_033_1","ST-376","마장동_019_1","1","38","8069"
"20250419","출발시간","1455","ST-376","마장동_019_1","ST-1096","면목5동_030_1","1","28","8210"
