"기준_날짜","집계_기준","기준_시간대","시작_대여소_ID","시작_대여소명","종료_대여소_ID","종료_대여소명","전체_건수","전체_이용_분","전체_이용_거리"
"20250517","출발시간","1320","ST-376","마장동_019_1","ST-369","왕십리도선동_050_1","1","12","2401"
"20250517","출발시간","2130","ST-1220","구로5동_039_1","ST-668","구로3동_034_1","1","11","1791"
"20250517","출발시간","0655","ST-2007","신정2동_028_1","ST-2961","신정6동_028_1","1","3","790"
"20250517","출발시간","1120","ST-1420","성내3동_030_1","ST-501","길동_059_1","1","10","1380"
"20250517","출발시간","0835","ST-1474","공릉1동_031_1","ST-266","휘경2동_001_1","1","16","4142"
"20250517","출발시간","0900","ST-3086","방배본동_031_1","ST-1920","반포2동_014_1","1","12","1802"
"20250517","출발시간","0850","ST-1334","상봉2동_033_1","ST-2295","상봉1동_004_1","1","7","889"
"20250517","출발시간","1240","ST-1607","종로1,2,3,4가동_002_3","ST-1804","삼청동_004_2","1","17","943"
"20250517","출발시간","0730","ST-1084","문정1동_003_1","ST-1586","잠실6동_001_1","1","19","2213"
"20250517","출발시간","0910","ST-1586","잠실6동_001_1","ST-1084","문정1동_003_1","1","28","3210"
"20250517","출발시간","1355","ST-1351","등촌3동_001_1","ST-3100","등촌3동_001_4","1","3","310"
"20250517","출발시간","1450","ST-1339","이촌1동_006_1","ST-1443","한강로동_025_1","1","7","1350"
"20250517","출발시간","1450","ST-2759","신정1동_005_2","ST-2761","신정4동_005_1","1","3","441"
"20250517","출발시간","0550","ST-347","북가좌2동_007_1","ST-90","상암동_024_5","1","12","2244"
"20250517","출발시간","1200","ST-1926","반포1동_036_1","ST-787","논현1동_017_1","1","53","1046"
"20250517","출발시간","1135","ST-1285","중계2,3동_046_1","ST-1121","상계2동_031_1","2","18","2745"
"20250517","출발시간","1600","ST-2932","시흥1동_003_3","ST-1940","독산1동_051_1","1","1","330"
"20250517","출발시간","1720","ST-1364","세곡동_010_1","ST-1184","수서동_019_1","1","7","1445"
"20250517","출발시간","1415","ST-1983","신길7동_021_1","ST-2358","대방동_018_1","1","7","991"
"20250517","출발시간","0925","ST-2017","목1동_031_1","ST-2017","목1동_031_1","1","22","1305"
"20250517","출발시간","1540","ST-1195","응봉동_003_1","ST-376","마장동_019_1","2","25","6365"
"20250517","출발시간","1215","ST-1317","안암동_028_1","ST-2610","번3동_001_2","1","36","6032"
"20250517","출발시간","1235","ST-632","독산1동_026_3","ST-1236","신도림동_057_1","1","23","5820"
"20250517","출발시간","1535","ST-2442","한남동_037_1","ST-1910","반포3동_015_3","2","67","8597"
"20250517","출발시간","1200","ST-1692","성산2동_010_1","ST-350","북가좌1동_004_2","1","9","2490"
"20250517","출발시간","1140","ST-629","시흥1동_024_1","ST-629","시흥1동_024_1","1","17","1114"
"20250517","출발시간","1025","ST-2652","노량진1동_023_1","ST-728","대방동_031_2","1","10","1808"
"20250517","출발시간","1300","ST-2222","월곡2동_030_1","ST-2222","월곡2동_030_1","1","",""
"20250517","출발시간","0835","ST-1781","신당동_005_2","ST-132","종로1,2,3,4가동_003_3","1","18","3062"
"20250517","출발시간","1025","ST-2943","가양1동_020_2","ST-2491","가양1동_001_3","1","4","780"
"20250517","출발시간","1030","ST-2301","면목5동_030_3","ST-2301","면목5동_030_3","2","206","20324"
"20250517","출발시간","0540","ST-2991","잠실3동_006_1","ST-2991","잠실3동_006_1","1","86","1070"
"20250517","출발시간","0650","ST-2412","발산1동_057_4","ST-1064","발산1동_056_1","1","4","864"
"20250517","출발시간","1555","ST-2666","서초2동_040_1","ST-1900","서초4동_002_1","2","30","4133"
"20250517","출발시간","1240","ST-3300","오륜동_001_5","ST-1087","오륜동_001_2","1","48","3601"
"20250517","출발시간","0210","ST-1854","장지동_056_1","ST-2585","마천1동_021_1","1","13","2530"
"20250517","출발시간","0920","ST-563","길음1동_072_2","ST-2235","정릉1동_019_1","1","2","495"
